Datum,Checksum,Aktualnost,Chybi_pocet,Zmena_link_pocet,Ostranit_pocet,Celk_zmen
2020-11-20 23:05:00,9fb7c70abc58e04b581dfd8971344709,63,13,0,9,22
2020-11-20 23:07:00,3573156af688a0cba06ea30548fa1a43,63,13,0,9,22
2020-11-20 23:52:00,bd61108fb5fad2bb10c506a5cd2ab595,65,12,0,9,21
2020-11-21 00:02:00,4a4769007881bb245a509db5446e34eb,66,11,0,9,20
2020-11-21 00:07:00,28c0be0042d04fc6035d2af45ef38a7a,68,10,0,9,19
2020-11-21 00:37:00,8a474cc38e648f001f4b7f76f5d0c41d,81,10,0,1,11
2020-11-21 00:43:00,5a121e80c6fbae70e50e17b907d69491,86,8,0,0,8
2020-11-21 01:03:00,4dd523b923402f675c6d50e948d83d3b,91,5,0,0,5
2020-11-21 01:08:00,131410fc0682bb5ba00fd6d64b671883,93,4,0,0,4
2020-11-21 01:23:00,97041729ae07c8e35ae1f6e4c87e7603,96,2,0,0,2
2020-11-22 14:49:00,fe7c49362b344dd4a77618b787a560d3,87,3,0,4,7
2020-11-22 14:54:00,a488ed6cee856931c884574526a55e78,87,3,0,4,7
2020-11-23 00:23:00,8869938558c6036e6c58a15d4738fd0e,94,2,0,1,3
2020-11-23 00:37:00,39f824bd26b9448e2ad9a9812e516491,94,3,0,0,3
2020-11-23 00:38:00,0a270db868b63de4ca9eeb9cddbb2984,94,3,0,0,3
2020-11-23 00:38:00,573ecd10dacce7c772ba48b7c4cd5f39,94,6,0,0,6
2020-11-23 00:42:00,ba93ce716baf215782006cb1941d91de,94,3,0,0,3
2020-11-23 00:56:00,36f457ddb5bc2a0ee088b54a2e64ceea,96,2,0,0,2
2020-11-23 01:02:00,5e337acd806d7698165982517902fa15,94,3,0,0,3
2020-11-23 01:07:00,b5514df93401b762f55a937858e4b00c,94,3,0,0,3
2020-11-23 16:23:00,810a4239f95df4cace621ede231e880d,91,4,0,1,5
2020-11-23 16:28:00,a9fedf130a13ab0be51ac5553e6f7676,91,4,0,1,5
2020-11-23 20:30:00,ce6226aec015fa514f27c9b916889c08,87,5,0,2,7
2020-11-23 20:35:00,88f295324db9e923b3b154e4cdcfd735,87,5,0,2,7
2020-11-27 13:23:00,7ecb0e3c8787b8481dd602fc9fdc0390,87,5,0,2,7
2020-11-27 17:48:00,a99e4bb59b7b8bc90f53b980c9b2b95d,84,6,0,3,9
2020-11-27 17:53:00,0e5f2c59877788ece5c6e2dcf33c4f1c,84,6,0,3,9
2020-11-28 16:34:00,0f26f8bf37cdf189945f2341e00a64cd,82,6,0,4,10
2020-11-28 23:39:00,d29609c1637c02ee7bbaa5addbf60268,81,5,0,5,10
2020-11-28 23:44:00,b0a8d9a3b0eac4ccd49d72a47bbcd68d,85,5,0,3,8
2020-11-29 11:51:00,257afce3d6993729697b0151a5c3c3a2,85,5,0,3,8
2020-11-29 18:39:00,b5d690a25ca1376fc3cddc8435d738b1,85,10,0,6,16
2020-11-29 19:25:00,e9b5d599e19f117cdd23a1a3a1b93b5a,82,10,0,9,19
2020-11-29 19:25:00,f2ed3607f4c4282f2032aee5fa069098,79,5,0,6,11
2020-11-30 17:40:00,bdda1d32a43ac9a1d6c3dd64b6bcd8cc,83,5,0,4,9
2020-11-30 20:15:00,0469115aa91b9402482f172c6da04d2c,77,7,0,6,13
2020-11-30 20:20:00,346f145ef26f15c1c6c62b2503b98f8a,66,10,0,9,19
2020-11-30 20:25:00,9cb439ac12cb06094aacf5bf632531e0,66,10,0,9,19
2020-11-30 23:15:00,82e2335d5cc01fd397745348af47a95e,66,10,0,9,19
2020-11-30 23:20:00,db523d34e7ad179e53452d74ca632e61,66,10,0,9,19
2020-12-01 08:25:00,a5c37d988ece597e3238e8db9a04787c,62,14,0,9,23
2020-12-01 08:30:00,694fdaded537443d116977356846c82c,62,14,0,9,23
2020-12-01 10:00:00,907592fc19aa95b0b5dea19523df0c15,58,14,0,11,25
2020-12-01 10:05:00,5cf248cf87842f209de34df0a273d224,58,14,0,11,25
2020-12-01 10:20:00,ad1ce3babe2b2aaec8e30dcddf9c26b8,57,14,0,11,25
2020-12-01 10:50:00,905740123830af5d621f0d3d34b1f990,60,11,3,10,24
2020-12-01 10:55:00,60687628eb13c9ab686f090d645e8304,60,11,3,10,24
2020-12-01 16:06:00,ab1ec58e6ec2c5bd579cf13614b0c5fa,55,11,3,12,26
2020-12-01 16:15:00,f0127e4cd816032b5cb5f2d4b741a9f9,59,12,2,11,25
2020-12-01 16:20:00,a7857d037b68c39ac9dd14e23f4ca31b,59,12,2,11,25
2020-12-01 17:57:00,8099d4c2f5b8f8541f5e06b5d93709dc,59,12,2,11,25
2020-12-01 18:18:00,a5e76e3ab8d766cce8a5478234d0748b,54,12,2,13,27
2020-12-02 06:33:00,33ff911541def4139a24870eca9182bd,56,12,2,12,26
2020-12-02 07:03:00,db162eb0c56323670e955d3c3bd0161f,51,12,2,14,28
2020-12-02 07:13:00,4d928edc00321f2453c83b80f4af9670,51,12,2,14,28
2020-12-02 07:43:00,f4f59fadbf899834b42fa8af4f0d51cd,56,12,2,12,26
2020-12-02 07:48:00,f9e03ce575cf3df97cbeb339369479f4,58,11,2,12,25
2020-12-02 07:53:00,9bd074cbb509ea5f0f1af19b864555f2,60,11,2,11,24
2020-12-02 21:24:00,a3ce53ac823f24bc5b8ba15da5ce7cbe,56,11,2,13,26
2020-12-02 21:29:00,cd1b1d74cbf9de7d0cf01c7ae9b9e176,56,11,2,13,26
2020-12-03 09:44:00,2a0116bad5fe340d920b4d6bb250f871,55,11,2,14,27
2020-12-03 09:49:00,ed016e1d471956aaec01eea0a221aa16,55,11,2,14,27
2020-12-03 13:44:00,90b9f90a99f196341abb61348e4077ba,50,11,2,16,29
2020-12-03 13:49:00,95cbfdc36cd84b106ce515b4ad3e997a,52,11,2,15,28
2020-12-03 18:14:00,fcc4b9bd0ee085846458c2a314283ab3,50,11,2,16,29
2020-12-03 18:19:00,876dad5565d8e03e5edda1540f472de2,50,11,2,16,29
2020-12-03 18:34:00,5d768a0e81456d7c0a8ba7dde49d6772,47,11,2,17,30
2020-12-03 18:39:00,ff7249ec066739faf7c475d3cb2f1c29,47,11,2,17,30
2020-12-03 19:19:00,f5e641abd34aba6b0930e188ad2ea979,47,11,2,17,30
2020-12-03 23:34:00,76922ea3ec7594d6cd94e50e027732b2,44,11,2,18,31
2020-12-04 09:29:00,5fd3163a70d7df8d0311ee7b5dbf4afd,47,11,2,17,30
2020-12-04 12:40:00,01aefdcd15a0d2a77ca9fbb8e47a793a,47,11,2,17,30
2020-12-04 13:25:00,592f760d2aab03a9ea8ebc47efc4ccbc,47,11,2,17,30
2020-12-04 19:30:00,ce16d396920801a661c174105918cab6,49,10,2,17,29
2020-12-04 19:35:00,39287d000605e70102f044d74aec8458,48,11,2,17,30
2020-12-04 19:40:00,d3d763b1770cf98a4cd8841d7d39eb43,48,11,2,17,30
2020-12-04 23:24:00,84367b5fbabb6136e41c367de56bc177,45,11,2,18,31
2020-12-04 23:34:00,8a4a5aee690ebdb605dec96a855ed424,45,11,2,18,31
2020-12-04 23:44:00,23f8d87cfca033b8dc0e13521ce4dd49,45,11,2,18,31
2020-12-05 00:05:00,f9fdff375ff4a4412f84788b56321f3f,45,11,2,18,31
2020-12-05 00:27:00,d5cbf4678fc21d0d25391ffb969fd07a,48,11,2,17,30
2020-12-06 23:42:00,769e4a847fbe4a4438fc7ce04dcb4584,50,10,2,17,29
2020-12-06 23:47:00,c474ed43e7006d6288239b301afb63ff,50,10,2,17,29
2020-12-08 11:08:00,66377ef20745d39c752020d39e76cc28,41,12,2,20,34
2020-12-08 11:13:00,0b39361f18ca2dc27efe284caf239eb6,41,12,2,20,34
2020-12-09 18:13:00,051589481f92a0602f4daccf877426b3,41,12,2,20,34
2020-12-10 10:59:00,2f77bfa14cda946d58429e669bfc9df3,40,14,2,20,36
2020-12-10 11:04:00,d3aaba022b175fb0439561ba3322b485,40,14,2,20,36
2020-12-10 11:29:00,39467dc6ad030ae021527f3e4b6f9510,39,15,2,20,37
2020-12-10 11:34:00,0c50cb453d836918a59b3ee80b04e298,39,15,2,20,37
2020-12-10 13:30:00,fa71048378f56c6081f92d3eefa807da,39,14,3,20,37
2020-12-10 18:15:00,d17571f4eb2fa71d310c04ab77e42bc8,38,13,3,21,37
2020-12-10 18:20:00,2d16b4cf53cc4fb24f64e478e181f049,38,13,3,21,37
2020-12-11 13:47:00,c62af6ab61a4c2dfc6033c669913d234,35,13,3,22,38
2020-12-11 13:52:00,26121c9585ac25b2f30e171256ab689a,35,14,3,22,39
2020-12-11 13:57:00,aaae057f0207a7c21be69adc9999dc9f,35,14,3,22,39
2020-12-11 14:32:00,7ec216a2aa4979ee4204b25cbac04c3a,35,14,3,22,39
2020-12-14 21:02:00,067d00c82762756144aee98add3d1684,22,16,3,26,45
2020-12-14 21:07:00,f5bcd6f39d2103869921611b1c3dad74,28,16,3,24,43
